alpha_io a_wl_io bio_hum_cn b_wl_io dcatch_dlai_io dqcrit_io dz0v_dh_io f0_io fd_io g_area_io g_root_io g_wood_io gs_nvg_io hw_sw_io kaps_roth knl_io lai_max_io lai_min_io lma_io n_inorg_turnover nmass_io nr_io retran_l_io retran_r_io r_grow_io rootd_ft_io sigl_io sorp tleaf_of_io tlow_io tupp_io l_vg_soil nbp_lnd_sum fLuc_lnd_sum npp_nlim_lnd_sum cSoil_lnd_sum cVeg_lnd_sum fHarvest_lnd_sum lai_lnd_sum rh_lnd_sum treeFrac_lnd_sum c3PftFrac_lnd_sum c4PftFrac_lnd_sum shrubFrac_lnd_sum baresoilFrac_lnd_sum
0.744532530707273 0.436636944863519 0.342468244664273 0.711189193546769 0.583468161101204 0.486774287874785 0.549135274622737 0.677528558313468 0.30126091914512 0.556832146786235 0.779531773167266 0.750466521655343 0.535277008881534 0.768379717630086 0.484371470970503 0.438597500459395 0.707398540458198 0.589667786009953 0.712348606637326 0.359970647433829 0.634223538633269 0.576572918632038 0.634684711960537 0.373618463905915 0.453894581835671 0.473407040417387 0.597133905982742 0.73868575219346 0.3698804238649 0.563105382943491 0.208181709974244 0.570481159820879 9474.03830119875 179.480350739087 2464953.47849605 1023364339548348 90335177791100.4 135820.367143808 185557219425688 2319479.5927003 83445624386372.4 2140863754079883 3233774468256062 630022796851556 6707341471010213
0.227683816119522 0.312215724893026 0.539297614320972 0.5640625091502 0.495017533901355 0.839590180573586 0.583488206785634 0.664930433876572 0.348535529719228 0.759244736459419 0.535266022095949 0.409086470668555 0.428670296941172 0.5373736357178 0.668337227264111 0.606728113983658 0.255381518954534 0.366478576697554 0.623062907583964 0.54223369603239 0.441675834337349 0.311181829122188 0.539300113168888 0.567810182143946 0.56992710650682 0.365606817682412 0.620020718739641 0.497569543411628 0.298948977365927 0.436711400670168 0.714061576894487 0.693842133868583 25557.9015750311 208.177346941768 1248000.44246179 426783743483903 313291335163363 72360.0774577147 132407819586771 1149874.28608211 1860937855941822 1261100728434631 1527725741882710 885353792127468 7264878314182755
0.439105723372648 0.574188975211292 0.797940693924634 0.607581538034273 0.415127256897162 0.527414105398818 0.572226402169146 0.29315224411656 0.43133607324234 0.484188841191151 0.296050216756051 0.276484540978002 0.437019681412752 0.530711745082194 0.424742194132956 0.19672797139527 0.293783921855479 0.751323911245839 0.52950182969323 0.277503765948803 0.413485044459226 0.444121512406597 0.740878572468056 0.651116170887769 0.549472043930914 0.65230042315233 0.442543966474756 0.517011189203538 0.586634370364089 0.39742436327915 0.589488815822141 0.568343150442362 6407.19151877977 132.881803870634 1893850.67745132 802857458058794 59087599525382.7 104917.484703429 124166983566351 1782393.12935772 54782192567245 1852275074053466 2907708813610610 1038828615959822 6940575279486132
0.648492267289627 0.423185540384254 0.488899941484615 0.350052984839724 0.865462756903516 0.330387019536654 0.785389297942049 0.536619938527122 0.574727673179687 0.422373075043587 0.213954252393455 0.615205729510493 0.435046464181779 0.469949597938314 0.317201988347946 0.67171355071399 0.528264514146347 0.470491933363793 0.534130290163813 0.465283975818378 0.379047140172561 0.679859106387256 0.421393248519663 0.710633166441536 0.711669724027246 0.545182249040822 0.573401142433229 0.453023635451231 0.317569700487634 0.630132213795273 0.521841867199628 0.0606122640073666 37618.2700427247 524.905717181972 1779634.61879458 1275597402612117 338587463085496 118838.167997365 234151570146544 1622653.2750373 2170422253255317 1205363309752416 3953358559398576 194463071985057 5276389002807015
0.337070478394262 0.685003724371504 0.571067574472542 0.259394407073748 0.802513926430983 0.304789574802666 0.656395492888549 0.32220218591284 0.660826675038684 0.392258917863668 0.307250505417844 0.588112336195123 0.640557482996108 0.454262481136113 0.390281370066575 0.232116757156286 0.37567998456945 0.498262130477979 0.200655768353922 0.629528776117922 0.507903648049981 0.56257716111876 0.733278729469339 0.274931295084273 0.773948470657584 0.519228525990464 0.504924547268823 0.265138049479635 0.832075420002436 0.65971483250226 0.531361378287334 0.345905615817928 9705.26008593155 102.589716055367 1333052.53686655 739092679797908 36858687360950.6 79281.3329164251 130597378261055 1243963.35431674 208004001479706 1419310860749438 4416380153441369 166625387160856 6576530624071086
0.329106701394087 0.550402491530385 0.303030259307082 0.82014553049872 0.698280406612895 0.435818234276108 0.755563783769391 0.459021670658218 0.119677144476269 0.858890304202744 0.21893480690685 0.450298007257633 0.456372611509437 0.564677644317549 0.764646681482626 0.209514123999204 0.537474300966788 0.479544146549901 0.589947375715676 0.431502360396159 0.677571905844702 0.491767558220736 0.807579646292724 0.453940239434141 0.457758935016543 0.467955568555856 0.58651993550315 0.75351634933833 0.805466500016582 0.598786570915569 0.485710210591601 0.461687594502841 -6395.98849666919 82.1661784380892 1829087.04066031 606596825866765 16537599522362.1 91572.0076532108 107897560119709 1743828.85534583 65190602154.0324 1634490141348481 3220895212290732 4580479627062.04 7926824916346636
0.598946759894774 0.627650690973452 0.278149697326824 0.254643017288493 0.749288536699604 0.398156744711497 0.483575360407072 0.935110777447506 0.394522169671984 0.475733032618867 0.644626678786305 0.703652878448674 0.722061732224399 0.732653873004302 0.423120065977338 0.570995497779968 0.381823796565273 0.309585951955968 0.704543026160672 0.823439275068375 0.529582197941352 0.655247335228798 0.298042321093832 0.666684063351205 0.601959461160969 0.452998689779524 0.506959310032562 0.217864487400467 0.595439597801059 0.670670529988781 0.689263013925742 0.35262526854433 9.532352679172 0.000166330172522034 125.100277029329 1073619493125933 1996483394.41228 34.5887917490759 10815815173.0725 80.9785583757966 3953522141.50931 2476613246.37055 912114659433.655 1562688265.33297 776124304039532
0.200711660516485 0.502359592001727 0.512688195615943 0.383711155789447 0.651641116294706 0.548941860098386 0.314955991504332 0.189549770356391 0.567696865732263 0.813011744187678 0.62284308361903 0.489248249838071 0.525816412750263 0.677402533449862 0.386841576803219 0.595562500661083 0.975851655845214 0.710523090906859 0.445296353215779 0.4986222142176 0.404669333831918 0.689836055186714 0.614310749258591 0.26636099528863 0.444791737326598 0.416460224275603 0.471101076911918 0.749315323320393 0.641311872238929 0.277926914272026 0.299478433624399 0.558038784231014 -7989.32121645685 23.1593346446687 1354509.40828833 510384384750309 14387474857158.9 71160.7887295387 105952241868150 1291314.78144788 65188976009.0123 389695370935166 3536488794701480 27909833580.6485 8865295575696300
0.964743711746739 0.779179730857748 0.727207331407976 0.568227159850454 0.783528579884098 0.220007990547621 0.497667708488616 0.46364597820842 0.218146671715085 0.24453616515592 0.565016744624172 0.484459117090358 0.88512976994358 0.306472580442795 0.574460982227638 0.659487351616199 0.684424390374309 0.253179075679551 0.541788016548158 0.544211510611742 0.0940877960117544 0.409466300435902 0.69897384273602 0.723143217703728 0.936662339336261 0.395212569804549 0.379676627059087 0.359786971866696 0.520083622935336 0.688281203234197 0.221830353818048 0.374320616151519 11336.4069861503 66.9782254247778 1436905.38963356 586419487125221 125779053820039 70846.1337256654 106416088583707 1354655.87110546 336815269447952 856657667971543 3773598091244068 337489144509376 7487644287090673
0.12913361212547 0.783830391747574 0.70181669086915 0.539777669593209 0.541706479466732 0.355507296004946 0.795777470924388 0.501567486807126 0.587669369109031 0.618881803244324 0.676338388328195 0.687722846273246 0.727570496012785 0.390868931800098 0.789199824924455 0.278690644991525 0.607514139523167 0.287065429483038 0.394149127328503 0.594447163298813 0.281898983643269 0.662499135881057 0.557428864553101 0.533076153865731 0.167942205182176 0.225219982435054 0.485476297595013 0.396803293468681 0.694558967896987 0.332506682694801 0.685968342294276 0.649461078127281 4218.5470274354 47.4639328801582 1105586.84200311 312711732692270 16079464072580.6 64245.8611660892 117176718054868 1037074.96988798 2045348943784.31 874093371542436 4023744045683631 5442409477500.91 7881530591189464
0.902482536549742 0.419068673070716 0.643771766372912 0.466071746145129 0.413301825426975 0.614729304324966 0.42065493778781 0.689444953966876 0.292757071988238 0.32876206897652 0.125923318112657 0.662654105600997 0.432016084098743 0.414422544901617 0.851049251127597 0.790994073473565 0.730817821233254 0.529391897927042 0.389578037229706 0.381150743386194 0.343347146609528 0.777104335939608 0.476542501290923 0.599587197376739 0.342889259273442 0.47741756220659 0.753277507742788 0.517749895183314 0.235324440831286 0.719591047867804 0.542662218015084 0.379530075777629 46041.5447372596 810.520419001887 2281524.08799275 834028504095604 603987098220052 142722.893916792 210144624044361 2091949.12891969 2325888878050062 1278387140648671 2041799892255289 677808815284217 6476112327674928
0.533814595615518 0.650204161954424 0.383338825240908 0.659229104603137 0.70187336402936 0.497413806648604 0.456491323437952 0.492251790591097 0.856739510646321 0.494077584937121 0.207676568399019 0.637159777706387 0.261797227052217 0.451214546058372 0.38031304563554 0.529853583944865 0.302742130483397 0.744104236537307 0.187488517388336 0.331423677227188 0.238823520687273 0.841560192883489 0.33452932399247 0.221725230386781 0.625178644777573 0.715817185686178 0.28950009281836 0.476520653993638 0.46596237178816 0.853858202556254 0.474328381555886 0.363335718843816 -419.724581311437 78.1129365884798 1569806.15413172 823629757230254 12049238885258.5 80861.4015004413 117598945624125 1489286.364276 65215461386.287 1229964106724742 4717223834049061 26733387166572.4 6821464118710181
0.266634275616767 0.431157595805855 0.857224671825391 0.299649397518041 0.562140344760748 0.56079303793658 0.506573511994174 0.0546276137049173 0.636494129423601 0.666705596553374 0.745196001801901 0.356517828312874 0.578593134020777 0.316295865094231 0.320294409706403 0.617929778818389 0.461149503602887 0.300302326936198 0.481540871096783 0.729197829269403 0.563278838920315 0.642871451720801 0.785969453198362 0.787592570367737 0.418184589652949 0.92598494511504 0.424619293888827 0.507522178362965 0.341467964632769 0.641865243476985 0.621105407228093 0.552101347959052 29824.3555527913 163.345047928451 1452198.55278638 659807207960266 220984056020131 98062.7694162573 141074704492659 1324148.08276941 2283072537235956 476897953601745 2946939577130667 46144434288194.8 7046937543761606
0.29758748640303 0.40868774126464 0.467540698752489 0.707229337913095 0.607113029145082 0.556147787764056 0.198491932102442 0.173421169218907 0.47496996026523 0.632245363931976 0.691388893779431 0.316454099066799 0.544207421307945 0.340080373213589 0.190258879830604 0.479836204965071 0.20461729684384 0.278810762142235 0.18346900728282 0.533724586221984 0.296762965364822 0.689017783990058 0.365988866395737 0.291460205884063 0.42664065338516 0.326407295346346 0.521668620248158 0.799056792088267 0.376339282487028 0.279033777970836 0.363043597471738 0.333189344912282 12453.8760986135 66.6580073511534 1199097.02939196 940275181418834 53838086080636.6 78303.5469039272 107925527627160 1108272.94838207 264814911520308 1379904610204920 4084724807918488 931054710698268 6134947000078641
0.461414088679111 0.349568775672434 0.547959643957222 0.403113068495599 0.380367266403322 0.483241321821423 0.306776826061521 0.202904649864316 0.0457369172031224 0.433763438731834 0.720670291208934 0.438228035653118 0.607499873415698 0.263310786302593 0.300312353707736 0.363904255001121 0.448500324175503 0.834476173473106 0.476676212800561 0.413345306324457 0.751328663446322 0.622416988487198 0.52035009052642 0.731466826545299 0.268645781373253 0.44408577418333 0.417201223291484 0.44935896539344 0.567993853204543 0.644743218843564 0.193120239202822 0.530976056765389 40658.5499004048 3660.77081419653 2617350.39816265 1341539122514268 673912772948337 162224.655908535 223572116279631 2410806.42155789 2540218366012996 1020613024058867 1724023083649463 556783197252706 6953185342009589
0.571639692412659 0.618309301482991 0.313146444161523 0.475915237801665 0.473440958623399 0.960730776079442 0.545326708377011 0.397010440883935 0.752942982556963 0.648452804295142 0.619989843498782 0.385343956901232 0.580645683924448 0.322642751715336 0.447408780691313 0.497705703314782 0.14060501137927 0.663973076585913 0.372554570344792 0.371203058777596 0.649645259095409 0.638238156984329 0.583608550203275 0.47310530079395 0.970736246652726 0.359311034586933 0.273675562446995 0.280249117109522 0.704037166006142 0.469977966842346 0.564693783922933 0.688669200407663 11903.2064685823 70.3231939465998 1249447.10148417 572565064876400 94138163883314.4 74649.9546393994 105611653656730 1162823.61722013 358795680726717 1674207380340420 3089674051179716 651247805078481 7012925680728091
0.160826582543068 0.653403023939095 0.475496416807669 0.356076252458239 0.2028409181668 0.566984453393046 0.404388758306306 0.562961699616458 0.844684044276147 0.311106635396033 0.52843078222063 0.758150217294704 0.38509658429042 0.296868714969477 0.564455278364012 0.632079683574191 0.222759375121159 0.435037289213151 0.281046818726955 0.723932124743659 0.670511600876648 0.111031746149418 0.469067279176419 0.502369454721814 0.657555900574978 0.563714038987731 0.400477399880257 0.531249468183401 0.848278779305251 0.919985801345641 0.176234108904306 0.51973587036738 9946.48018127474 77.6157399495039 939242.694289745 310008704186404 56256496073244.6 69003.4322744731 90413134023767.6 860215.166105499 491461291109929 837102852693161 3554285408401056 173152536688917 7730854434896869
0.55132016747229 0.232006887734084 0.666932721288718 0.53170387766749 0.324232906896813 0.50523070179111 0.258526581236427 0.907225152339718 0.399958464226456 0.677354989410243 0.211996067299289 0.528185432917251 0.471043586087448 0.695684274270038 0.3862265635408 0.767642941304853 0.772805289157271 0.223249013983888 0.46795793628091 0.517347709566997 0.932132865137686 0.354626235303071 0.566929789946731 0.449657759457035 0.434702252106938 0.422281898585962 0.639399668717918 0.295335308693798 0.712539664880642 0.198895188476678 0.447550588646967 0.661571682970669 0.159856309966826 0.000110351848194643 5.37100446251452 1097408584704296 71163726.5953297 1.15911892950773 435200676.146082 4.0519026084152 1060739474.30197 636409708.477861 19649701780.876 424325540.11944 211323553328781
0.209290027074813 0.63389029266736 0.413135357085295 0.206683154102808 0.778782299404244 0.758905754213571 0.763293876816764 0.192822394871254 0.510981101210537 0.237177241842397 0.666002666433104 0.307188858008033 0.320614530088283 0.663567378995043 0.727740925799229 0.746262770320314 0.485212698468201 0.124122388032986 0.414484991321994 0.393106926238653 0.416566573012627 0.679095786917477 0.459870066814579 0.579679646212703 0.65481482263031 0.494711504060588 0.540020856348122 0.67264890108669 0.485783578347581 0.592123710175632 0.198575518827268 0.640843018480816 17390.3203237293 1141.82940905529 1077579.05514713 336861341434306 222382574846653 72865.1769502207 153569284365222 986181.810206246 2349145748852068 1239171401320065 2935437825564986 167655950248714 6098671044881055
