alpha_io a_wl_io bio_hum_cn b_wl_io dcatch_dlai_io dqcrit_io dz0v_dh_io f0_io fd_io g_area_io g_root_io g_wood_io gs_nvg_io hw_sw_io kaps_roth knl_io lai_max_io lai_min_io lma_io n_inorg_turnover nmass_io nr_io retran_l_io retran_r_io r_grow_io rootd_ft_io sigl_io sorp tleaf_of_io tlow_io tupp_io l_vg_soil nbp_lnd_sum year nbp_lnd_mean fLuc_lnd_sum fLuc_lnd_mean npp_nlim_lnd_sum npp_nlim_lnd_mean cSoil_lnd_sum cSoil_lnd_mean cVeg_lnd_sum cVeg_lnd_mean landCoverFrac_lnd_sum landCoverFrac_lnd_mean fHarvest_lnd_sum fHarvest_lnd_mean lai_lnd_sum lai_lnd_mean rh_lnd_sum rh_lnd_mean treeFrac_lnd_sum treeFrac_lnd_mean c3PftFrac_lnd_sum c3PftFrac_lnd_mean c4PftFrac_lnd_sum c4PftFrac_lnd_mean shrubFrac_lnd_sum shrubFrac_lnd_mean baresoilFrac_lnd_sum baresoilFrac_lnd_mean residualFrac_lnd_sum residualFrac_lnd_mean Y_char Y_factor
0.744532530707273 0.436636944863519 0.342468244664273 0.711189193546769 0.583468161101204 0.486774287874785 0.549135274622737 0.677528558313468 0.30126091914512 0.556832146786235 0.779531773167266 0.750466521655343 0.535277008881534 0.768379717630086 0.484371470970503 0.438597500459395 0.707398540458198 0.589667786009953 0.712348606637326 0.359970647433829 0.634223538633269 0.576572918632038 0.634684711960537 0.373618463905915 0.453894581835671 0.473407040417387 0.597133905982742 0.73868575219346 0.3698804238649 0.563105382943491 0.208181709974244 0.570481159820879 9474.03830119875 2003 7.14036822505669e-11 179.480350739087 1.35270277857886e-12 2464953.47849605 1.85777964311893e-08 1023364339548348 7.7128653911422 90335177791100.4 0.68083578786335 788256411008785 5.94200931039798 135820.367143808 1.02364736455253e-09 185557219425688 1.3992486563417 2319479.5927003 1.74813926816077e-08 83445624386372.4 0.629246213979761 2140863754079883 16.1438112759962 3233774468256062 24.3852251808047 630022796851556 4.75087175097612 6707341471010213 50.5786763241222 465772285312127 3.51042028797154 RAN 3
0.227683816119522 0.312215724893026 0.539297614320972 0.5640625091502 0.495017533901355 0.839590180573586 0.583488206785634 0.664930433876572 0.348535529719228 0.759244736459419 0.535266022095949 0.409086470668555 0.428670296941172 0.5373736357178 0.668337227264111 0.606728113983658 0.255381518954534 0.366478576697554 0.623062907583964 0.54223369603239 0.441675834337349 0.311181829122188 0.539300113168888 0.567810182143946 0.56992710650682 0.365606817682412 0.620020718739641 0.497569543411628 0.298948977365927 0.436711400670168 0.714061576894487 0.693842133868583 25557.9015750311 2003 1.92624119202038e-10 208.177346941768 1.56898554346304e-12 1248000.44246179 9.40589685296432e-09 426783743483903 3.216572473174 313291335163363 2.36120588039317 700154652652954 5.2778798916237 72360.0774577147 5.45361525270941e-10 132407819586771 0.9981177436683 1149874.28608211 8.66634222294788e-09 1860937855941822 14.0281374595278 1261100728434631 9.50644015989358 1527725741882710 11.5163150876649 885353792127468 6.67398143179401 7264878314182755 54.764167053026 465772285312127 3.51042028797154 RAN 3
0.439105723372648 0.574188975211292 0.797940693924634 0.607581538034273 0.415127256897162 0.527414105398818 0.572226402169146 0.29315224411656 0.43133607324234 0.484188841191151 0.296050216756051 0.276484540978002 0.437019681412752 0.530711745082194 0.424742194132956 0.19672797139527 0.293783921855479 0.751323911245839 0.52950182969323 0.277503765948803 0.413485044459226 0.444121512406597 0.740878572468056 0.651116170887769 0.549472043930914 0.65230042315233 0.442543966474756 0.517011189203538 0.586634370364089 0.39742436327915 0.589488815822141 0.568343150442362 6407.19151877977 2003 4.82895522247984e-11 132.881803870634 1.00150007829928e-12 1893850.67745132 1.42735238874477e-08 802857458058794 6.0509549365527 59087599525382.7 0.445329863288112 779290074532813 5.87441919706254 104917.484703429 7.90739334391807e-10 124166983566351 0.936408775783973 1782393.12935772 1.34334935756117e-08 54782192567245 0.41314075534373 1852275074053466 13.9689819535787 2907708813610610 21.9285384535259 1038828615959822 7.83436693465372 6940575279486132 52.3424324408992 465772285312127 3.51042028797154 RAN 3
0.648492267289627 0.423185540384254 0.488899941484615 0.350052984839724 0.865462756903516 0.330387019536654 0.785389297942049 0.536619938527122 0.574727673179687 0.422373075043587 0.213954252393455 0.615205729510493 0.435046464181779 0.469949597938314 0.317201988347946 0.67171355071399 0.528264514146347 0.470491933363793 0.534130290163813 0.465283975818378 0.379047140172561 0.679859106387256 0.421393248519663 0.710633166441536 0.711669724027246 0.545182249040822 0.573401142433229 0.453023635451231 0.317569700487634 0.630132213795273 0.521841867199628 0.0606122640073666 37618.2700427247 2003 2.83520386507923e-10 524.905717181972 3.95609557926582e-12 1779634.61879458 1.34127033058794e-08 1275597402612117 9.61388889511239 338587463085496 2.55185707082514 820221045047832 6.18296538462235 118838.167997365 8.95656373465332e-10 234151570146544 1.76508334326811 1622653.2750373 1.22295704503269e-08 2170422253255317 16.3610953566605 1205363309752416 9.08627987973331 3953358559398576 29.8012408748471 194463071985057 1.4659031712952 5276389002807015 39.7745201350944 465772285312127 3.51042028797154 RAN 3
0.337070478394262 0.685003724371504 0.571067574472542 0.259394407073748 0.802513926430983 0.304789574802666 0.656395492888549 0.32220218591284 0.660826675038684 0.392258917863668 0.307250505417844 0.588112336195123 0.640557482996108 0.454262481136113 0.390281370066575 0.232116757156286 0.37567998456945 0.498262130477979 0.200655768353922 0.629528776117922 0.507903648049981 0.56257716111876 0.733278729469339 0.274931295084273 0.773948470657584 0.519228525990464 0.504924547268823 0.265138049479635 0.832075420002436 0.65971483250226 0.531361378287334 0.345905615817928 9705.26008593155 2003 7.31463485056084e-11 102.589716055367 7.73195468976143e-13 1333052.53686655 1.00469152371579e-08 739092679797908 5.57037423580315 36858687360950.6 0.277795583765087 837310901580500 6.31179228544464 79281.3329164251 5.97525461053872e-10 130597378261055 0.985448136543633 1243963.35431674 9.37547023340013e-09 208004001479706 1.56953374643326 1419310860749438 10.7096907375785 4416380153441369 33.3246311470749 166625387160856 1.25730847423438 6576530624071086 49.6244002805946 465772285312127 3.51042028797154 RAN 3
0.329106701394087 0.550402491530385 0.303030259307082 0.82014553049872 0.698280406612895 0.435818234276108 0.755563783769391 0.459021670658218 0.119677144476269 0.858890304202744 0.21893480690685 0.450298007257633 0.456372611509437 0.564677644317549 0.764646681482626 0.209514123999204 0.537474300966788 0.479544146549901 0.589947375715676 0.431502360396159 0.677571905844702 0.491767558220736 0.807579646292724 0.453940239434141 0.457758935016543 0.467955568555856 0.58651993550315 0.75351634933833 0.805466500016582 0.598786570915569 0.485710210591601 0.461687594502841 -6395.98849666919 2003 -4.82051175829279e-11 82.1661784380892 6.19267888772875e-13 1829087.04066031 1.37854150160458e-08 606596825866765 4.57178297483899 16537599522362.1 0.124640144354542 792489207941121 5.9739170159753 91572.0076532108 6.9015749458064e-10 107897560119709 0.814162167457254 1743828.85534583 1.31428433713139e-08 65190602154.0324 0.000491907833367165 1634490141348481 12.3333663741926 3220895212290732 24.3038712692861 4580479627062.04 0.0345632827988545 7926824916346636 59.8133086261025 465772285312127 3.51042028797154 RAN 3
0.598946759894774 0.627650690973452 0.278149697326824 0.254643017288493 0.749288536699604 0.398156744711497 0.483575360407072 0.935110777447506 0.394522169671984 0.475733032618867 0.644626678786305 0.703652878448674 0.722061732224399 0.732653873004302 0.423120065977338 0.570995497779968 0.381823796565273 0.309585951955968 0.704543026160672 0.823439275068375 0.529582197941352 0.655247335228798 0.298042321093832 0.666684063351205 0.601959461160969 0.452998689779524 0.506959310032562 0.217864487400467 0.595439597801059 0.670670529988781 0.689263013925742 0.35262526854433 9.532352679172 2003 7.18431845180334e-14 0.000166330172522034 1.25359286186784e-18 125.100277029329 9.42852471826068e-13 1073619493125933 8.09162710852446 1996483394.41228 1.50470434445162e-05 68109559774441 4.0259740708868 34.5887917490759 2.60687894323749e-13 10815815173.0725 0.00108120240070952 80.9785583757966 6.10317065178293e-13 3953522141.50931 0.000395079243707957 2476613246.37055 0.000247496481790761 912114659433.655 0.0911614526666832 1562688265.33297 0.000156163293116076 776124304039532 77.5599700703149 465772285312127 3.51042028797154 LOWCARBON 2
0.200711660516485 0.502359592001727 0.512688195615943 0.383711155789447 0.651641116294706 0.548941860098386 0.314955991504332 0.189549770356391 0.567696865732263 0.813011744187678 0.62284308361903 0.489248249838071 0.525816412750263 0.677402533449862 0.386841576803219 0.595562500661083 0.975851655845214 0.710523090906859 0.445296353215779 0.4986222142176 0.404669333831918 0.689836055186714 0.614310749258591 0.26636099528863 0.444791737326598 0.416460224275603 0.471101076911918 0.749315323320393 0.641311872238929 0.277926914272026 0.299478433624399 0.558038784231014 -7989.32121645685 2003 -6.02137056449747e-11 23.1593346446687 1.74546663157698e-13 1354509.40828833 1.02086308203531e-08 510384384750309 3.84665158359672 14387474857158.9 0.108435141428403 797050903836216 6.00830403049093 71160.7887295387 5.36322757582771e-10 105952241868150 0.799199040450195 1291314.78144788 9.73234722180697e-09 65188976009.0123 0.000491720720972597 389695370935166 2.93948408674852 3536488794701480 26.6757578572465 27909833580.6485 0.000210524643774092 8865295575696300 66.8709436706933 465772285312127 3.51042028797154 RAN 3
0.964743711746739 0.779179730857748 0.727207331407976 0.568227159850454 0.783528579884098 0.220007990547621 0.497667708488616 0.46364597820842 0.218146671715085 0.24453616515592 0.565016744624172 0.484459117090358 0.88512976994358 0.306472580442795 0.574460982227638 0.659487351616199 0.684424390374309 0.253179075679551 0.541788016548158 0.544211510611742 0.0940877960117544 0.409466300435902 0.69897384273602 0.723143217703728 0.936662339336261 0.395212569804549 0.379676627059087 0.359786971866696 0.520083622935336 0.688281203234197 0.221830353818048 0.374320616151519 11336.4069861503 2003 8.54399334864162e-11 66.9782254247778 5.04799724667837e-13 1436905.38963356 1.08296306816218e-08 586419487125221 4.41971093983561 125779053820039 0.947968258858173 807939254968495 6.09038269093814 70846.1337256654 5.33951274039974e-10 106416088583707 0.802658688614271 1354655.87110546 1.02097346774543e-08 336815269447952 2.54047527426163 856657667971543 6.46146816629223 3773598091244068 28.4628867001749 337489144509376 2.54556083019691 7487644287090673 56.4765682385267 465772285312127 3.51042028797154 RAN 3
0.12913361212547 0.783830391747574 0.70181669086915 0.539777669593209 0.541706479466732 0.355507296004946 0.795777470924388 0.501567486807126 0.587669369109031 0.618881803244324 0.676338388328195 0.687722846273246 0.727570496012785 0.390868931800098 0.789199824924455 0.278690644991525 0.607514139523167 0.287065429483038 0.394149127328503 0.594447163298813 0.281898983643269 0.662499135881057 0.557428864553101 0.533076153865731 0.167942205182176 0.225219982435054 0.485476297595013 0.396803293468681 0.694558967896987 0.332506682694801 0.685968342294276 0.649461078127281 4218.5470274354 2003 3.17942340879029e-11 47.4639328801582 3.5772491877178e-13 1105586.84200311 8.33255778127991e-09 312711732692270 2.35683754776016 16079464072580.6 0.121187281167385 816179746995182 6.15250123751691 64245.8611660892 4.84206513714118e-10 117176718054868 0.884180094945033 1037074.96988798 7.81619930864412e-09 2045348943784.31 0.0154335131334841 874093371542436 6.59564936211656 4023744045683631 30.361928778185 5442409477500.91 0.0410672672941752 7881530591189464 59.4715212311009 465772285312127 3.51042028797154 RAN 3
